snap(-40,-50,-60)
sky(600,150,0)
ground(110,85,60)
polys(110,85,60)
fadefrom(0)
clouds(255,255,255,2,-3000)
pile(2274,3,4,-30407,9150)
pile(8003,3,3,-32599,2985)
pile(7428,3,3,-32873,21206)
pile(8344,3,3,-5610,19425)
pile(2351,2,3,-5884,26412)
pile(4834,2,3,13844,34906)
pile(5795,2,3,-16159,53145)
pile(3808,2,3,-14652,63420)
pile(6731,2,3,966,65289)
pile(9220,2,3,2062,73235)
pile(1417,2,3,-44481,61864)
pile(8581,2,3,-44070,76386)
pile(1551,2,3,-59825,77893)
pile(4057,2,3,-55030,69125)
pile(2642,2,3,-59003,55562)
pile(2390,2,3,-32425,77208)
pile(9161,2,3,-28178,71317)
pile(1455,2,3,-33932,42684)
pile(7813,2,3,-41741,41588)
pile(6557,2,3,-44207,33712)
pile(4542,2,3,-38179,24396)
pile(3913,2,3,-41878,9561)
pile(8351,2,3,-45303,-851)
pile(1744,2,3,-32288,-12222)
pile(8147,2,3,-25712,-10030)
pile(8306,2,3,-5162,-8112)
pile(7396,2,3,1962,-9893)
pile(7491,2,3,-3518,-12633)
pile(6036,2,3,8144,23809)
pile(4776,2,3,15405,28741)
pile(3705,2,3,20748,20110)
pile(7512,2,3,19241,14219)
pile(471,2,3,21707,15863)
pile(1084,2,3,6637,656)
pile(8573,2,3,6363,8054)
pile(2206,2,3,-5830,-10852)
pile(5885,2,3,-8844,-15742)
pile(4616,2,3,-16653,-18482)
pile(4171,2,3,-19393,-10262)
pile(2369,2,3,-32153,-10399)
pile(1585,2,3,-28043,287)
set(75,-15987,7274,250,90)
set(75,-37359,23988,250,-90)
set(75,-5712,33852,250,0)
set(75,-42428,4123,250,180)
set(75,-42154,14535,250,0)
set(73,-43524,1246,250,180)
set(73,-45469,13,250,0)
set(73,-32591,-7659,250,90)
set(73,-42729,-13002,250,-90)
set(73,-36701,-19304,250,0)
set(73,-15055,-17934,250,90)
set(73,-6424,-11906,250,180)
set(73,-28755,-9988,250,0)
set(73,-5876,9055,250,90)
set(73,-5144,-4919,250,180)
set(73,23830,38028,250,-90)
set(73,30680,31452,250,90)
set(73,-145,62350,250,180)
set(73,-4392,77146,250,-90)
set(73,5883,71392,250,0)
set(73,17939,63720,250,90)
set(73,-17818,62350,250,-90)
set(73,-16996,76735,250,0)
set(73,-37125,67419,250,90)
set(73,-40550,63309,250,180)
set(73,-49318,75228,250,-90)
set(73,-48770,46869,250,90)
set(73,-32741,52760,250,180)
set(73,-27261,78790,250,-90)
set(74,-41372,38238,250,0)
set(74,-45619,43033,250,90)
set(74,-13561,47006,250,180)
set(74,-3834,47691,250,-90)
set(74,-3423,43718,250,0)
set(74,4523,42622,250,180)
set(74,-33700,53582,250,-90)
set(74,-26028,79612,250,0)
set(74,-37536,31799,250,90)
set(74,-6026,23685,250,180)
set(74,-7396,28206,250,-90)
set(74,-4793,34371,250,0)
set(74,-18767,32453,250,90)
set(74,-36851,22452,250,-90)
set(74,-15616,22452,250,0)
set(74,-33426,8204,250,180)
set(74,-29042,-1249,250,-90)
set(74,-3697,-16194,250,0)
set(74,-18219,-8111,250,90)
pile(5224,4,4,-34385,28331)
pile(539,4,4,-16838,-2122)
pile(4284,4,4,-15104,-1306)
pile(7999,4,4,-17450,3998)
pile(6970,4,4,-5980,10220)
pile(110,4,4,7472,11342)
pile(8906,4,4,13490,11342)
pile(1359,4,4,14408,32724)
pile(1412,4,4,-56551,65120)
set(74,-57046,67835,250,0)
set(74,-43435,65958,250,180)
set(74,-40303,68442,250,-90)
set(74,-41022,58884,250,90)
set(74,-30033,61908,250,180)
set(74,-30870,71797,250,-90)
set(74,-25907,68341,250,90)
set(73,-32090,74605,250,-90)
set(73,-28877,73471,250,90)
set(73,-21992,72607,250,180)
set(73,-23504,68962,250,-90)
pile(69,3,5,-31051,74092)
pile(9080,3,5,-27271,76468)
pile(9947,3,5,-25273,70555)
pile(2259,3,5,-15774,85133)
pile(9326,3,5,-11782,75928)
pile(7823,3,5,4828,54376)
pile(8607,3,5,3208,57427)
pile(165,3,5,14710,50920)
pile(8455,3,5,14582,64606)
pile(7282,3,5,10283,70403)
set(75,4073,71726,250,0)
set(75,10229,68837,250,180)
set(75,9284,68783,250,-90)
set(75,10634,66083,250,0)
set(75,3776,65624,250,180)
set(75,-5350,56392,250,-90)
set(75,-5170,63530,250,90)
set(75,-11125,63540,250,180)
set(75,-27300,54495,250,-90)
pile(4893,4,6,-27645,54120)
pile(8289,4,6,-27765,42360)
pile(3967,4,6,-54484,50612)
pile(4373,4,6,-44500,49460)
pile(7864,4,6,-43988,41652)
pile(8380,4,6,-19412,45580)
pile(3640,4,6,-16596,42124)
pile(2488,4,6,-42196,13800)
pile(5696,4,6,-44116,2280)
pile(4351,4,6,-29908,-7448)
pile(7472,4,6,-35668,-18852)
pile(1602,4,6,-20308,-19748)
pile(7855,4,6,-3612,-12196)
pile(562,4,6,-6044,-6308)
pile(1395,4,6,-4252,-6564)
pile(8109,4,6,-5532,1500)
pile(9374,4,6,3804,27176)
pile(4354,4,6,7644,20264)
pile(6849,4,6,-6564,34088)
pile(8384,4,6,-17828,52784)
pile(8727,4,6,-16164,51376)
pile(1506,4,6,-14756,66736)
pile(9915,4,6,-13476,62768)
pile(2478,2,5,-21660,33508)
pile(2868,2,5,-15648,34228)
pile(7042,2,5,-17520,28216)
pile(1827,2,5,-35724,35452)
set(74,-38604,35884,250,0)
set(74,-32988,32572,250,180)
set(74,-29640,34840,250,-90)
set(73,-42852,40276,250,0)
set(73,-42744,35308,250,180)
set(73,-47596,47004,250,0)
set(73,-46616,52000,250,180)
set(75,-47024,51388,250,-90)
set(75,-55448,57784,250,0)
set(75,-56904,62096,250,90)
pile(2414,5,4,-56372,60752)
pile(4854,5,4,-37464,78760)
set(73,-40544,79404,250,0)
set(74,-44620,78676,250,90)
set(75,-41848,77588,250,180)
pile(7510,4,4,-42618,79524)
pile(4937,4,4,-37368,63359)
pile(2085,4,4,-40141,66696)
pile(8906,4,4,-41316,58330)
pile(5420,4,4,-30882,60833)
pile(6757,4,4,-48526,50461)
set(73,-26674,44360,250,0)
set(73,-26271,40609,250,90)
set(73,-23109,43461,250,180)
set(73,-19823,40547,250,-90)
set(74,-26953,43957,250,0)
set(74,-25868,40640,250,90)
set(74,-21931,47429,250,180)
set(74,-27159,40970,250,-90)
set(75,-28468,44319,250,0)
set(75,-23827,44132,250,90)
set(75,-16843,49731,250,180)
set(75,6618,32786,250,-90)

maxl(0,-61863,-20165)
maxb(0,-22565,-59463)
maxr(0,34137,-20165)
maxt(0,87835,-59463)
