name(Let the Dream Begin)
snap(20,0,-30)
sky(191,228,255)
ground(197,197,185)
polys(197,197,185)
clouds(189,220,241,0,-781)
set(15,-12950,23200,250,0)
set(16,-12950,17600,250,180)
set(15,-12950,12000,250,180)
set(16,-12950,6400,250,0)
set(15,-12950,800,250,0)
set(24,-12950,-2000,250,180)


set(68,-4000,14650,250,0)
set(68,5950,-925,250,90)
set(68,-16575,7200,250,180)
set(68,-8375,-1975,250,-90)
set(68,-17425,49300,250,0)
set(68,8900,45425,250,90)
set(68,19700,23650,250,180)
set(69,15675,125,250,0)
set(69,4100,6525,250,90)
set(69,-6275,49775,250,180)
set(69,-21625,40000,250,-90)
set(69,5975,55175,250,0)
set(69,11575,40100,250,90)
set(66,4625,41250,250,180)
set(66,12800,30450,250,-90)
set(66,13425,24425,250,0)
set(66,2300,13125,250,90)
set(66,-4825,800,250,180)
set(66,-16600,12375,250,-90)
set(66,-6725,29800,250,0)
set(66,-20075,40550,250,90)
set(66,-18350,55375,250,180)
set(66,19075,46750,250,-90)
set(66,18950,8400,250,0)
set(66,10800,4300,250,90)
set(67,4050,2125,250,180)
set(67,14775,-300,250,-90)
set(67,15250,12375,250,0)
set(67,14325,50475,250,90)
set(67,-25650,42125,250,-90)
set(67,-10650,40150,250,0)
set(67,-3525,34225,250,90)
set(67,-8400,22475,250,180)
set(67,-21450,35150,250,-90)
set(67,-18875,18500,250,0)
set(66,-4200,5850,250,180)
set(66,3750,31800,250,-90)
set(66,-15750,46300,250,0)
set(66,12825,48275,250,90)
set(66,18525,37425,250,180)
set(66,10525,-6550,250,-90)
set(66,-15650,-75,250,0)
set(66,-22525,36950,250,90)
set(66,-22050,30325,250,180)
set(66,-5300,21850,250,-90)
set(66,725,48500,250,0)
set(73,-3250,7150,250,0)
set(73,2625,9750,250,90)
set(73,-2075,15325,250,180)
set(73,-7525,20475,250,-90)
set(73,-9775,18000,250,0)
set(73,4000,19975,250,90)
set(73,-3100,23375,250,180)
set(73,2350,33100,250,-90)
set(73,2950,28575,250,0)
set(73,-4950,36850,250,90)
set(73,-4950,41525,250,180)
set(73,475,47475,250,-90)
set(73,-11350,49025,250,0)
set(73,-13250,46300,250,90)
set(73,-23750,41275,250,180)
set(73,-15375,40325,250,-90)
set(73,-23725,49725,250,0)
set(73,-11675,54700,250,90)
set(73,4225,50875,250,180)
set(73,1850,54825,250,-90)
set(73,14925,46625,250,0)
set(73,18650,49375,250,90)
set(73,11125,43175,250,180)
set(73,18800,33650,250,-90)
set(73,13050,36425,250,0)
set(73,13200,27100,250,90)
set(73,14600,16500,250,180)
set(73,16475,3600,250,-90)
set(73,2910,-6780,250,0)
set(73,-17130,4730,250,90)
set(73,-9960,11030,250,180)
set(73,-9300,6260,250,-90)
set(73,-19140,13970,250,0)
set(74,-3750,900,250,90)
set(74,3060,-2940,250,180)
set(74,-2500,11610,250,-90)
set(74,2710,17530,250,0)
set(74,-2910,32060,250,90)
set(74,2580,39970,250,180)
set(74,-4080,40810,250,-90)
set(74,-20760,48650,250,0)
set(74,-22530,46610,250,90)
set(74,-27520,43520,250,180)
set(74,-23260,54640,250,-90)
set(74,-4830,55160,250,0)
set(74,7430,50720,250,90)
set(74,9140,47860,250,180)
set(74,3800,46090,250,-90)
set(74,13280,44560,250,0)
set(74,19360,43020,250,90)
set(74,13270,41580,250,180)
set(74,19420,27660,250,-90)
set(74,13920,20030,250,0)
set(74,14520,17870,250,90)
set(74,5640,16130,250,180)
set(74,12240,14810,250,-90)
set(74,15130,6120,250,0)
set(74,13510,8370,250,90)
set(74,20080,6090,250,180)
set(74,20780,-5830,250,-90)
set(74,17540,-2740,250,0)
set(74,13100,-2710,250,90)
set(74,8570,-6370,250,180)
set(74,-2430,-4850,250,-90)
set(75,-4190,280,250,0)
set(75,2290,-140,250,90)
set(75,-2510,5410,250,180)
set(75,2020,10450,250,-90)
set(75,-1990,18930,250,0)
set(75,5190,35390,250,90)
set(75,6780,32300,250,180)
set(75,9750,30140,250,-90)
set(75,6930,27320,250,0)
set(75,6420,31790,250,90)
set(75,-1350,46010,250,180)
set(75,-8340,45740,250,-90)
set(75,-12900,40080,250,0)
set(75,-16440,36720,250,90)
set(75,-19560,33870,250,180)
set(75,-18990,36120,250,-90)
set(75,-15060,35370,250,0)
set(75,-17460,26730,250,90)
set(75,-23430,29910,250,180)
set(75,-20340,32520,250,-90)
set(75,-27840,46890,250,0)
set(75,-14250,50940,250,90)
set(75,-6680,54750,250,180)
set(75,-1400,50200,250,-90)
set(75,14850,50700,250,0)
set(75,19870,50710,250,90)
set(75,18730,40150,250,180)
set(75,18820,21340,250,0)
set(75,11320,21400,250,90)
set(75,13530,9550,250,180)
set(75,21590,-1340,250,-90)
set(75,21530,790,250,0)
set(75,-9820,9880,250,90)
set(75,-15310,7840,250,180)
set(75,-10060,1210,250,-90)
set(75,18840,7450,250,0)
set(75,19560,8560,250,90)
set(68,-6325,34650,250,0)
set(69,-6000,36000,250,90)
set(74,-9100,35475,250,-90)
set(74,-9075,34475,250,0)
pile(2715,3,3,-3975,3375)
pile(4770,3,3,-4750,3350)
pile(4551,2,3,-5125,2250)
pile(5913,2,3,3750,3900)
pile(3110,2,3,-8200,13500)
pile(5556,2,3,-6775,9950)
pile(3038,2,3,-5725,10050)
pile(8970,2,3,-6200,10700)
pile(1420,2,3,-2875,13150)
pile(8957,3,3,-5675,13575)
pile(9283,3,3,-3850,10925)
pile(4936,3,3,4100,17625)
pile(971,3,3,4750,18175)
pile(2210,4,4,5475,19325)
pile(1757,2,5,4350,18850)
pile(8730,2,5,6025,12400)
pile(209,2,5,5675,11525)
pile(9986,2,5,5100,12050)
pile(6553,2,5,-5450,26650)
pile(310,2,5,-5525,25150)
pile(564,3,4,-4675,25750)
pile(5704,4,3,-6100,25650)
pile(1564,4,3,-3400,35075)
pile(3678,4,3,-4600,39075)
pile(6824,2,3,-5775,39550)
pile(1360,2,3,-5525,38725)
pile(4806,3,4,-6375,38575)
pile(5660,4,5,-8100,40525)
pile(1931,4,5,-14825,40900)
pile(8379,2,4,-14475,40200)
pile(1555,2,4,-15952,41034)
pile(7086,2,4,-16377,40558)
pile(7875,4,4,-24533,40126)
pile(1545,4,4,-18596,31340)
pile(5202,4,4,-17412,32524)
pile(5864,3,5,-17764,31724)
pile(2161,4,3,-19300,31724)
pile(6901,4,3,-11236,29676)
pile(5994,4,3,-8448,29336)
pile(4175,4,3,-17408,25400)
pile(6665,4,3,-18752,22680)
pile(9359,4,3,-18656,24440)
pile(6264,2,5,-19168,26296)
pile(1065,2,5,-19064,17772)
pile(929,2,5,-18392,17068)
pile(776,2,5,-19832,10956)
pile(2193,2,5,-18360,9164)
pile(1892,2,5,-16920,9996)
pile(8370,2,5,-19480,16364)
pile(9621,2,5,-21080,19244)
pile(6971,2,5,-16056,14604)
pile(1567,2,5,-18760,1908)
pile(6248,2,5,-19048,4052)
pile(5269,2,5,-16776,4116)
pile(3207,5,3,-17608,6004)
pile(7125,5,3,-18248,4532)
pile(2336,5,3,-23772,38504)
pile(2000,2,3,-25116,38440)
pile(9724,2,3,-19916,48624)
pile(7918,2,3,-20492,47952)
pile(9068,2,3,-20620,47504)
pile(8042,4,4,-20716,54896)
pile(6232,2,2,-12948,55008)
pile(76,2,2,-11828,54880)
pile(5746,2,2,-13716,55392)
pile(7652,2,2,-8796,48600)
pile(165,2,2,-7420,48184)
pile(6458,2,2,-8124,48664)
pile(4492,3,2,-8412,47704)
pile(2025,3,2,-7004,48920)
pile(2829,3,2,-13232,48728)
pile(2957,3,2,4564,37460)
pile(2609,3,2,4436,36276)
pile(3687,3,3,3924,36116)
pile(6407,3,6,3508,36660)
pile(2472,6,3,5108,32020)
pile(2920,6,3,3532,23048)
pile(870,3,4,4716,24168)
pile(3465,3,4,3212,24360)
pile(7265,4,4,4684,30248)
pile(419,4,4,5100,28264)
pile(8037,4,4,3768,48216)
pile(764,4,4,-776,49592)
pile(7718,4,4,-1800,55192)
pile(6536,4,3,-2792,54936)
pile(8905,2,4,-1512,54584)
pile(907,2,4,7708,49372)
pile(580,2,4,8188,50812)
pile(5903,2,4,8412,50076)
pile(862,3,6,8412,54652)
pile(6351,2,6,10524,50620)
pile(967,2,6,11708,49788)
pile(9860,2,6,15720,54456)
pile(5414,2,2,14376,54520)
pile(5692,2,6,17352,54328)
pile(6187,2,6,18536,51876)
pile(231,5,5,19080,53508)
pile(7042,5,5,19976,50020)
pile(5346,5,3,19124,43932)
pile(3473,5,3,12916,45980)
pile(3549,5,3,11476,45020)
pile(1061,3,4,13012,42364)
pile(4799,3,4,14420,43964)
pile(4587,3,4,12564,43516)
pile(7372,3,4,12520,27968)
pile(9186,3,4,11240,28864)
pile(6752,3,4,13480,28960)
pile(1418,3,4,12328,28992)
pile(5657,5,5,11784,33056)
pile(7919,3,4,19404,40948)
pile(5541,3,4,13740,37460)
pile(356,3,4,14508,35444)
pile(6549,3,4,19256,20940)
pile(6341,3,4,14008,22252)
pile(4389,3,4,12856,19628)
pile(7262,5,6,14040,17452)
pile(9379,5,6,12312,21772)
pile(9028,5,6,19436,28656)
pile(8670,2,6,19692,27056)
pile(204,2,2,20140,27856)
pile(6305,2,2,19468,25296)
pile(4557,2,2,19908,16020)
pile(6067,2,2,11972,14356)
pile(1508,2,2,13988,12948)
pile(8456,2,2,21092,17364)
pile(9121,2,2,19300,17652)
pile(6806,2,2,20840,6496)
pile(3771,2,2,21768,3296)
pile(5718,2,2,21864,5024)
pile(2067,2,2,15400,11008)
pile(9909,2,2,14568,7872)
pile(3663,5,3,13416,10464)
pile(2600,5,3,20296,10656)
pile(5024,5,3,19848,13504)
pile(9780,4,3,20456,12224)
pile(1903,4,3,10404,8848)
pile(9996,5,3,13988,1328)
pile(3839,5,3,17316,1200)
pile(3036,5,3,11192,548)
pile(3443,2,5,13176,-860)
pile(418,2,5,15672,-2172)
pile(463,2,5,21752,-1020)
pile(1625,2,5,16088,2532)
pile(1753,2,5,16920,-1916)
pile(2097,2,5,11064,-2332)
pile(2383,2,5,12664,-2844)
pile(4966,4,3,13688,-2108)
pile(3975,4,3,10488,-1020)
pile(2249,4,3,12740,6492)
pile(7484,4,3,3748,1884)
pile(4345,3,4,5412,1052)
pile(6281,3,4,-2564,-4384)
pile(1084,3,4,-4132,-3072)
pile(1907,3,4,-3620,-1536)
pile(4825,3,4,4252,-1024)
pile(6078,3,4,-8252,4748)
pile(5110,3,4,-9084,2124)
pile(2661,3,4,-10172,4012)
pile(3661,5,5,19500,39796)



maxl(14,-30000,-7400)
maxb(12,-9800,-27600)
maxr(14,27600,-7400)
maxt(12,57400,-27600)









