snap(-80,-80,-80)
sky(0,0,0)
ground(50,50,50)
polys(100,100,100)
clouds(100,100,100,0,-1000)
set(37,-17680,5400,250,180)

set(23,-17571,10962,250,90)
set(23,-16458,10962,250,-90)
set(37,-16458,10962,250,90)
set(37,-17571,10962,250,90)

chk(40,-26460,17748,250,0)
set(23,-27200,17764,250,90)p
set(12,-30030,19284,250,-120)p
set(13,-35690,19284,250,120)p
chk(40,-38520,17764,250,90)
set(14,-40270,17764,250,0)
set(12,-41790,13184,250,150)p
set(32,-43660,10354,250,180)
set(13,-41790,7524,250,210)p
set(14,-40270,2944,250,90)
set(12,-35690,1424,250,60)p
set(23,-32860,-96,250,90)p

set(24,-27440,-96,250,180)p
chk(42,-27440,-96,250,90)
set(24,-27440,-96,250,0)p

set(23,-21720,-96,250,-90)p
set(14,-19970,-96,250,-90)
set(37,-19970,-1846,-600,0)
set(38,-19970,-1846,250,0)
chk(40,-19970,-1846,250,0)
set(14,-19970,-3596,250,180)
chk(40,-21378,-3596,250,90)
set(14,-22788,-3596,250,90)
chk(40,-22788,-1846,250,0)
set(14,-22788,-96,250,0)
set(14,-19288,-96,250,180)
chk(40,-19288,1654,250,0)
set(14,-19288,3404,250,-90)
set(12,-23868,4924,250,60)p
set(23,-26698,6444,250,-90)p
set(54,-26950,6880,250,0)
set(54,-26928,6100,250,-90)
set(54,-28050,5744,250,90)
set(54,-28050,7144,250,-90)
set(54,-27398,6444,250,0)
set(54,-28140,6450,250,180)

set(23,-32640,12384,250,90)
set(50,-33288,12384,250,90)
set(23,-32640,12384,250,-90)


set(23,-77864,8570,250,90)p
chk(40,-77864,8570,250,90)
set(23,-77864,8570,250,-90)p

set(24,-65092,13552,250,90)p
chk(42,-65092,13552,250,90)
set(24,-65092,13552,250,-90)p

set(23,-74980,16176,250,-90)p
chk(40,-75518,16176,250,90)
set(23,-76108,16176,250,90)p

set(24,-71592,3840,250,180)p
chk(42,-71592,3840,250,90)
set(24,-71592,3840,250,0)p


set(23,-80468,-2236,250,-90)
set(23,-81588,-2236,250,90)
set(54,-81168,-2236,250,180)
set(54,-81000,-2236,250,90)

set(23,-81436,-6825,250,-90)p
chk(40,-81988,-6825,250,90)
set(23,-82546,-6825,250,90)p
set(37,-81988,-6825,250,0)

set(23,-60020,8580,250,90)p
chk(40,-59460,8580,250,90)
set(23,-58890,8580,250,-90)p

set(24,-83922,12806,250,0)p
chk(42,-83922,12806,250,0)
set(24,-83922,12806,250,180)p

chk(40,-81988,-6825,250,0)

chk(40,-75518,16150,250,0)

set(24,-61452,-964,250,90)
set(24,-61452,-964,250,-90)
set(62,-61452,-964,250,-90)

set(23,-74989,14494,250,-90)
set(23,-76104,14494,250,90)
set(37,-76104,14494,250,180)
set(37,-74989,14494,250,-90)

set(23,-91605,6775,250,0)
set(10,-91605,9575,250,0)
set(10,-91605,15175,250,0)
set(31,-91605,21284,250,0)
set(23,-91605,21628,250,180)

fix(41,-91605,33217,-5000,0)

set(23,-91605,47150,250,180)
set(31,-91605,45150,250,180)
set(23,-91605,44806,250,0)

set(12,-90102,16371,250,-30)p
chk(40,-88582,19201,250,0)
set(12,-87062,22031,250,150)p
set(14,-85542,26611,250,0)
set(78,-82840,26611,250,0)pr
set(23,-83792,26611,250,90)p

set(23,-73650,29510,250,-90)p
set(10,-70850,29510,250,90)p
set(10,-65250,29510,250,90)p
set(10,-59650,29510,250,90)p
set(10,-54050,29510,250,90)p
set(10,-48450,29510,250,90)p
set(10,-42850,29510,250,90)p

set(13,-37220,31030,250,-60)p
set(10,-31590,32550,250,-90)p
set(23,-28790,32550,250,90)p

set(12,-37220,27990,250,60)
set(10,-31590,26470,250,90)
set(29,-31465,26470,250,90)
set(12,-25960,24950,250,60)
set(31,-19821,23430,250,-90)
set(23,-18141,23430,250,90)

set(10,-21350,32550,250,90)p
set(10,-15750,32550,250,90)p
set(26,-10345,32550,250,-90)pr
set(10,-10150,32550,250,90)p

set(24,3632,32292,250,90)p
set(44,6432,32292,250,90)p
set(43,12032,32292,250,-90)p
set(43,17632,32292,250,90)p
chk(42,20432,32292,250,90)
set(44,23232,32292,250,-90)p
set(17,27782,32292,250,-90)
set(15,27782,27742,250,0)p
set(15,27782,22142,250,0)p
set(17,27782,17592,250,180)
chk(42,26032,17592,250,90)
set(15,23232,17592,250,90)p
set(24,20432,17592,250,90)p

set(23,25750,29172,250,180)
set(23,25750,30294,250,0)
set(37,25750,29172,250,0)
set(37,25750,30294,250,0)

set(24,15480,17592,250,-90)p
set(15,12680,17592,250,-90)p
set(53,8488,17592,250,90)pr
set(15,7080,17592,250,90)p
set(44,1480,17592,250,-90)p
set(44,-4120,17592,250,90)p
set(15,-9720,17592,250,90)p
chk(42,-12520,17592,250,0)
set(17,-14270,17592,250,0)
chk(42,-14270,15842,250,90)
set(20,-14270,13042,250,180)p
set(13,-12750,7412,250,210)p
set(14,-11230,2832,250,90)
set(49,-6714,2132,250,90)
set(10,-6680,2832,250,90)p
set(49,-3914,2132,250,90)
set(23,-3880,2832,250,90)p

set(24,6307,2832,250,90)p
chk(42,9022,2832,250,90)
set(16,9107,2832,250,90)p
set(24,11907,2832,250,-90)p

set(23,25000,2832,250,-90)p
set(22,25500,2832,250,90)p
set(18,28800,2832,250,90)p
set(36,28800,4732,250,0)pr
set(22,32100,2832,250,-90)p
set(12,35500,1320,250,60)pr
set(11,41136,-192,250,90)pa
set(11,46186,-192,250,90)pa
chk(40,48000,-192,250,90)
set(11,49800,-192,250,0)
set(23,49800,-1392,250,0)
set(23,49800,1008,250,180)
set(12,35500,-1704,250,-60)p
set(20,31370,-5834,250,-30)p
set(44,28575,-10674,250,-30)p
set(43,25780,-15514,250,150)p
set(44,22985,-20354,250,150)p
chk(42,20600,-23490,250,90)
set(17,20714,-24290,250,150)
set(15,16784,-22020,250,60)p
set(15,11944,-19225,250,60)p
set(15,7104,-16430,250,60)p
set(21,2264,-13635,250,60)p
set(18,-2576,-10840,250,60)p
set(21,-7416,-8045,250,-120)p
set(55,-11416,-5700,250,60)pr
chk(42,-11116,-5900,-500,60)


set(23,0,52800,250,0)
set(10,0,55600,250,0)
set(10,0,61200,250,0)
set(10,0,66800,250,0)
set(10,0,68800,250,0)
set(28,0,70200,250,0)
set(28,0,70200,250,90)
set(23,0,71200,250,180)
set(23,2000,70200,250,90)
set(23,-2000,70200,250,-90)
set(54,1000,69200,250,45)
set(54,1000,71200,250,-45)
set(54,-1000,71200,250,45)
set(54,-1000,69200,250,-45)


set(23,-38300,-1260,250,180)
set(10,-38300,-4060,250,180)
set(37,-38300,-6860,250,180)
set(11,-38300,-9660,250,180)
fix(41,-38300,-15210,-500,0)
set(37,-38300,-15210,250,-90)
set(38,-38300,-15220,250,180)
set(11,-38300,-15260,250,180)
set(37,-38300,-12675,250,180)
set(37,-38300,-18060,250,0)
set(49,-38300,-18060,250,90)

maxl(0,-96897,-13731)
maxb(0,-16131,-94497)
maxr(0,32703,-13731)
maxt(0,51069,-94497)

