name(Example Stage - with all the parts used in it)
snap(-65,-53,-36)
sky(255,255,255)
ground(192,188,212)
polys(192,188,212)
clouds(255,255,255,3,-1437)
set(23,-36375,-9731,250,90)
set(37,-37050,-9704,250,180)
set(37,-35646,-9677,250,180)

set(23,-36400,-5235,250,0)
set(10,-36400,-2435,250,180)p
set(49,-35700,1765,250,180)
set(49,-37100,1765,250,0)
set(10,-36400,3165,250,180)p
set(49,-37100,4565,250,0)
set(49,-35700,4565,250,180)
set(49,-35700,7365,250,180)
set(49,-37100,7365,250,0)
set(10,-36400,8765,250,180)p
set(49,-37100,10165,250,0)
set(49,-35700,10165,250,180)
set(10,-36400,14365,250,180)p
set(54,-35700,15075,250,0)
set(54,-37100,15075,250,0)
set(54,-35700,16725,250,0)
set(54,-37100,16725,250,0)
set(54,-35700,18300,250,0)
set(54,-37100,18300,250,0)
set(10,-36400,19965,250,180)p
set(50,-36400,21960,250,0)
set(10,-36400,25565,250,180)p
set(52,-36700,29000,250,0)
set(10,-36400,31165,250,180)
set(52,-35996,32526,250,0)
set(10,-36400,36765,250,0)p
set(51,-36400,36625,250,0)
set(10,-36400,42365,250,0)p
set(14,-36400,46915,250,0)pt
set(10,-31850,46915,250,-90)p
chk(40,-31925,46915,250,90)
set(14,-27300,46915,250,-90)pt
set(10,-27300,42365,250,180)p
set(10,-27300,36765,250,0)pr
chk(40,-27300,31767,250,0)
set(56,-27300,31767,250,180)
set(10,-27300,31165,250,0)p
set(10,-27300,25565,250,0)p
set(10,-27300,19965,250,0)p
set(78,-27300,17825,250,0)
set(10,-27300,14365,250,0)p
set(10,-27300,8765,250,0)pr
chk(40,-27300,3323,250,0)
set(57,-27300,3323,250,0)
set(10,-27300,3165,250,0)p
set(10,-27300,-1675,250,180)
set(10,-27300,-12363,250,0)pr
set(28,-27300,-17327,250,0)pr
set(10,-27300,-22291,250,0)pr
chk(40,-27300,-24602,250,0)
set(20,-27300,-27891,250,0)p
set(17,-27300,-32441,250,90)pt
set(15,-22750,-32441,250,-90)p
set(33,-24290,-32441,250,-90)
set(33,-21420,-32441,250,-90)
set(33,-18714,-32441,250,-90)
set(15,-17150,-32441,250,90)p
set(33,-16090,-32441,250,-90)
set(16,-11550,-32441,250,-90)p
set(17,-7000,-32441,250,180)pt
set(17,-7000,-28941,250,0)pt
chk(42,-5452,-28941,250,90)
set(17,-3500,-28941,250,-90)pt
set(17,-3500,-32441,250,90)pt
chk(42,-1750,-32441,250,90)
set(17,0,-32441,250,180)pt
set(15,0,-27891,250,0)p
set(33,0,-27150,250,0)pr
set(33,0,-25428,250,0)
set(24,0,-25091,250,0)
set(23,0,-19600,250,0)p
set(10,0,-16800,250,0)p
set(32,350,-12973,250,0)
set(32,-350,-11623,250,0)
set(10,0,-11200,250,0)p
set(32,350,-9895,250,0)
set(32,-350,-8400,250,0)
set(10,0,-5600,250,0)p
chk(40,0,-2375,250,0)

set(23,-27300,-9563,250,180)
set(29,-27300,-6639,250,180)
set(24,-14386,-25700,250,180)
set(15,-14386,-22900,250,180)
set(63,-14017,-22410,250,180)
set(63,-14673,-21261,250,-90)
set(63,-14878,-24869,250,90)
set(62,-14755,-24008,250,-90)
set(62,-13935,-24869,250,90)
set(62,-14714,-25935,250,0)
set(63,-14714,-22498,250,0)
set(15,-14386,-17300,250,180)
set(63,-14017,-20400,250,180)
set(15,-14386,-11700,250,0)
set(53,-14386,-16092,250,0)
set(62,-14345,-11631,250,-90)
set(62,-14714,-9868,250,0)
set(63,-14714,-12451,250,0)
set(63,-14099,-12984,250,-90)
set(63,-14386,-10729,250,90)
set(62,-14714,-13968,250,180)
set(15,-14386,-6100,250,0)
set(63,-14386,-8023,250,180)
set(63,-14058,-9171,250,-90)
set(15,-14386,-500,250,0)
set(55,-14386,-5352,250,180)
set(15,-14386,5100,250,180)
set(63,-14017,5845,250,0)
set(63,-14632,4820,250,-90)
set(24,-14386,7900,250,0)
set(62,-14386,7772,250,0)
set(62,-14755,6624,250,90)

set(65,1721,1695,250,0)
set(66,-1578,1521,250,180)
set(65,2153,6102,250,0)
set(65,-4068,14060,250,90)
set(65,4132,23000,250,180)
set(65,12872,17120,250,-90)
set(65,20328,9440,250,0)
set(65,11508,6740,250,90)
set(65,18276,-4548,250,180)
set(65,10796,-14764,250,-90)
set(66,2054,-11139,250,0)
set(66,-2658,-4784,250,90)
set(66,2612,-4877,250,180)
set(66,-3364,3716,250,-90)
set(66,6577,8697,250,0)
set(66,-3798,16290,250,90)
set(66,5616,18837,250,180)
set(66,-1775,23441,250,-90)
set(66,17906,22561,250,0)
set(66,12977,23584,250,90)
set(66,13470,9306,250,180)
set(66,10486,2500,250,-90)
set(66,-2553,-18702,250,0)
set(66,2190,-15974,250,90)
set(67,-2740,-18335,250,-90)
set(67,-2275,-11720,250,0)
set(67,3725,-6100,250,90)
set(67,-2885,-1595,250,-90)
set(67,-2015,11115,250,0)
set(67,3230,17455,250,90)
set(67,11670,19260,250,180)
set(67,6930,4570,250,-90)
set(68,3240,3940,250,90)
set(68,-1820,20710,250,180)
set(68,10390,12210,250,-90)
set(68,-3750,-15530,250,0)
set(68,3240,-7650,250,90)
set(69,-3810,-11380,250,180)
set(69,3800,-1390,250,-90)
set(69,9690,-7400,250,0)
set(69,-4520,8500,250,90)
set(69,15330,23630,250,180)
set(69,8910,16790,250,-90)
set(69,17580,10030,250,0)
set(73,13300,-8776,250,90)
set(73,18983,-15330,250,180)
set(73,12864,-19388,250,-90)
set(73,17636,-27415,250,0)
set(73,13952,-32180,250,90)
set(73,18282,-30184,250,180)
set(73,13471,-28909,250,-90)
set(73,13086,-12143,250,0)
set(73,18628,-12177,250,90)
set(73,12758,-857,250,180)
set(73,18306,-1810,250,-90)
set(74,18476,-2813,250,0)
set(74,17609,-552,250,90)
set(74,13089,-5123,250,180)
set(74,17917,-7469,250,-90)
set(74,11493,-11371,250,0)
set(74,12972,-14822,250,90)
set(74,18798,-18237,250,180)
set(74,13341,-18118,250,-90)
set(74,12263,-17564,250,0)
set(74,17592,-22235,250,90)
set(74,18493,-21810,250,180)
set(74,18060,-25470,250,-90)
set(74,13283,-27170,250,0)
set(74,13572,-30315,250,90)
set(74,18242,-33428,250,180)
set(75,13038,364,250,-90)
set(75,12613,-2203,250,0)
set(75,18427,1503,250,90)
set(75,13140,4075,250,180)
set(75,18183,-9282,250,-90)
set(75,18149,-11135,250,0)
set(75,12947,-7225,250,90)
set(75,18633,-19843,250,180)
set(75,19313,-26992,250,-90)
set(75,13347,-23531,250,0)
set(75,17612,-31823,250,90)
set(75,18326,-28814,250,180)
set(75,11568,-29925,250,-90)
set(75,11126,-31795,250,0)
set(74,10599,-29058,250,90)
set(74,9681,-27341,250,180)
set(74,10599,-27120,250,-90)
set(70,13308,-38004,250,0)
set(70,17620,-35960,250,90)
set(70,17064,-44088,250,180)
set(70,8328,-42156,250,-90)
set(70,6620,-45852,250,0)
set(70,-5628,-41464,250,90)
set(70,1232,-47024,250,180)
set(70,-10100,-41656,250,-90)
set(70,-17768,-40884,250,0)
set(70,-24656,-46412,250,90)
set(70,-32952,-40660,250,180)
set(70,-38448,-39356,250,-90)
set(70,-35480,-30844,250,0)
set(70,-39868,-25444,250,90)
set(70,-31724,-17364,250,180)
set(70,-38932,-11500,250,-90)
set(70,-33236,-6060,250,0)
set(70,-38708,-476,250,90)
set(70,-33164,5004,250,180)
set(70,-39324,9848,250,-90)
set(70,-34080,16416,250,0)
set(70,-34196,20532,250,90)
set(70,-39460,26896,250,180)
set(70,-32520,34292,250,-90)
set(70,-39184,35636,250,0)
set(70,-39460,45104,250,90)
set(70,-32012,44516,250,180)
set(70,-31732,49480,250,-90)
set(70,-23888,41944,250,0)
set(70,-30216,37408,250,90)
set(70,-24868,38248,250,180)
set(70,-24372,-528,250,0)
set(70,-29892,-9840,250,90)
set(70,-24060,-13596,250,180)
set(70,-30104,-21660,250,-90)
set(70,-22424,-25096,250,0)
set(71,13368,-40720,250,90)
set(71,18380,-40832,250,180)
set(71,11324,-46452,250,-90)
set(71,4632,-41524,250,0)
set(71,1776,-45808,250,90)
set(71,-7696,-40780,250,180)
set(71,-1300,-46540,250,-90)
set(71,-8860,-45868,250,0)
set(71,-18352,-46280,250,90)
set(71,-25968,-41204,250,180)
set(71,-31548,-46948,250,-90)
set(71,-34460,-46192,250,0)
set(71,-39100,-41024,250,90)
set(71,-34396,-32988,250,180)
set(71,-40844,-32636,250,-90)
set(71,-40648,-27932,250,0)
set(71,-31980,-24604,250,90)
set(71,-39284,-17356,250,180)
set(71,-38724,-21288,250,-90)
set(71,-33472,-12440,250,0)
set(71,-38168,-5996,250,90)
set(71,-40668,-468,250,180)
set(71,-38556,5340,250,-90)
set(71,-33500,8952,250,0)
set(71,-38332,14676,250,90)
set(71,-38456,20376,250,180)
set(71,-33456,27348,250,-90)
set(71,-38844,32932,250,0)
set(71,-34204,38712,250,90)
set(71,-38652,40940,250,180)
set(71,-34992,49576,250,-90)
set(71,-25240,49600,250,0)
set(71,-25072,44224,250,90)
set(71,-31036,42376,250,180)
set(71,-23432,33824,250,-90)
set(71,-30048,32904,250,0)
set(71,-30264,-944,250,90)
set(71,-23728,-8808,250,180)
set(71,-29784,-14948,250,-90)
set(71,-22508,-20348,250,0)
set(72,10028,-39392,250,90)
set(72,-556,-41824,250,180)
set(72,-4208,-45012,250,-90)
set(72,-14748,-43635,250,0)
set(72,-21118,-41723,250,90)
set(72,-30076,-45517,250,180)
set(72,-37954,-43966,250,-90)
set(72,-33807,-36319,250,0)
set(72,-39559,-34058,250,90)
set(72,-33648,-27205,250,180)
set(72,-33270,-21913,250,-90)
set(72,-38148,-16573,250,0)
set(72,-33190,-14031,250,90)
set(72,-39572,-8800,250,180)
set(72,-33879,-3022,250,-90)
set(72,-33432,4062,250,0)
set(72,-34197,14533,250,90)
set(72,-38046,18588,250,180)
set(72,-33151,25415,250,-90)
set(72,-39113,30260,250,0)
set(72,-37260,48365,250,90)
set(72,-25252,47726,250,180)
set(72,-30361,39151,250,-90)
set(72,-25164,29975,250,0)
set(72,-30059,-4836,250,90)
set(72,-24349,-3920,250,180)
set(72,-25370,-18585,250,-90)
pile(4367,4,4,-3024,-915)
pile(4595,4,4,-3696,-306)
pile(6851,6,5,-4221,-1419)
pile(1399,3,4,-3822,576)
pile(2756,3,4,5167,1875)
pile(1703,3,4,5188,2967)
pile(1247,3,4,4138,2484)
pile(7923,4,3,4705,3744)
pile(1328,4,3,6427,1476)
pile(7785,4,3,-5223,11307)
pile(3988,4,3,-4383,12294)
pile(4081,4,3,-3753,11244)
pile(6438,4,3,-2514,12588)
pile(9186,4,3,5045,17417)
pile(6891,4,3,6032,17438)
pile(3726,4,3,5150,16493)
pile(9729,3,5,6137,16304)
pile(9811,6,3,6914,16493)
pile(2410,4,3,3974,16157)
pile(4322,4,3,11718,9350)
pile(5346,4,3,10962,10232)
pile(1498,6,2,12474,10547)
pile(3264,4,4,11487,11492)
pile(181,4,5,10563,9434)
pile(9226,2,2,9786,10799)
pile(9291,2,2,9933,10001)
pile(4259,5,3,11232,-1824)
pile(8637,5,3,11628,-312)
pile(4911,2,2,10818,-1158)
pile(5206,2,4,10764,-546)
pile(1615,2,4,11970,-1356)
pile(2451,2,4,19724,6580)
pile(2409,5,4,19256,4780)
pile(5213,5,4,18824,6256)
pile(8284,5,4,17924,7948)
pile(4550,5,4,5136,-9532)
pile(9326,5,4,6648,-11656)
pile(6813,4,3,5568,-10288)
pile(4160,4,3,7080,-9964)
pile(5501,4,3,4704,-11764)
pile(9919,4,3,12848,-21704)
pile(5574,4,3,11560,-21250)
pile(9804,4,3,11185,-21880)
pile(6941,5,4,11875,-22195)
pile(8752,5,4,11120,-34020)
pile(3093,5,4,12680,-33860)
pile(6552,5,4,11760,-35420)
pile(766,4,5,10800,-35380)
pile(4585,4,5,13400,-35740)
pile(211,4,5,780,-39960)
pile(8252,6,4,3340,-38160)
pile(8748,4,5,1860,-37920)
pile(9815,5,2,-460,-38520)
pile(2543,5,2,2420,-39720)
pile(9561,5,2,-29100,-39760)
pile(3245,5,4,-27420,-38800)
pile(1749,3,6,-29180,-38120)
pile(4373,4,3,-27900,-40120)
pile(1397,6,4,-30340,-39000)
pile(2581,6,4,-27340,-37160)
pile(5591,6,4,-32660,820)
pile(652,5,5,-31420,1300)
pile(5811,6,5,-32020,-420)
pile(4976,6,3,-30700,500)
pile(9493,6,3,-30580,3300)
pile(5604,6,3,-32220,2580)
pile(8242,6,3,-31280,-12880)
pile(9476,2,3,-39400,-13600)
pile(607,2,3,-40160,-14160)
pile(6872,3,3,-29440,-12160)
pile(2871,3,3,-39120,-14600)
pile(9862,3,3,-31520,-14240)
pile(3860,3,3,-38920,-24000)
pile(5787,5,2,-40080,-23320)
pile(2023,5,2,-31240,-26880)
pile(7601,5,2,-32000,-27880)
pile(1640,5,2,-42580,-36680)
pile(5116,5,2,-40740,-36840)
pile(2282,5,2,-41100,-35440)
pile(396,5,2,-33060,30220)
pile(877,6,2,-31940,31660)
pile(3852,3,2,-33580,31700)
pile(4951,6,3,-40260,28940)
pile(4297,2,5,-42220,28420)
pile(7616,5,3,-41460,27500)
pile(7879,3,5,-41980,29340)
pile(9968,3,5,-34760,44500)
pile(2307,3,5,-33960,43860)
pile(8780,4,5,-34520,42980)
pile(3420,6,3,-33760,44940)
pile(8686,6,3,-23740,35380)
pile(9328,6,3,-24340,36740)
pile(3962,5,6,-25220,35060)
pile(4325,5,5,-22580,36500)
pile(8379,5,5,-24900,33700)
pile(4942,5,5,-24080,17360)
pile(6849,5,5,-25360,19240)
pile(7953,5,5,-23720,18560)
pile(1858,5,5,-25280,18000)
pile(3260,5,5,-31520,18520)
pile(9930,4,3,-32520,17120)
pile(5128,4,5,-30960,16560)
pile(8835,6,5,-31320,20120)
pile(407,5,4,-30040,17920)
pile(5181,5,4,-25040,7280)
pile(2777,5,4,-24160,7960)
pile(7246,5,4,-23440,6000)
pile(504,6,3,-24480,5040)
pile(8711,6,3,-23080,-11820)
pile(1647,6,3,-24120,-6500)
pile(8281,6,3,-21840,-9900)
pile(8237,6,3,-22360,-7540)
pile(1801,3,6,-25200,-9500)
pile(6763,3,6,-23760,-10140)
pile(651,3,6,-22620,-29340)
pile(4951,6,3,-23620,-28460)
pile(8098,3,5,-21780,-28380)
pile(2563,3,4,-22340,-26940)
pile(1224,6,5,-23660,-27300)

maxl(21,-44538,-46674)
maxb(14,-49074,-42138)
maxr(21,22662,-46674)
maxt(14,51726,-42138)

