snap(-40,-60,-20)
sky(200,200,250)
ground(100,100,100)
mountains(4)
clouds(255,255,255,6,-8000)
set(18,-1500,-28100,-300000,0)
set(18,-1500,-33700,-300000,0)

set(15,-3000,19500,-300000,0)
set(15,-3000,23000,-300000,0)
set(15,-3000,28100,-300000,0)
set(15,-3000,33700,-300000,0)
set(15,-3000,-3600,-300000,0)
set(18,-3000,-20500,-300000,0)
set(18,-3000,-23000,-300000,0)
set(18,-3000,-28100,-300000,0)
set(18,-3000,-33700,-300000,0)

set(15,-4500,0,-300000,0)
set(15,-4500,3600,-300000,0)
set(15,-4500,20500,-300000,0)
set(15,-4500,23000,-300000,0)
set(15,-4500,28100,-300000,0)
set(15,-4500,33700,-300000,0)
set(15,-4500,-3600,-300000,0)
set(18,-4500,-20500,-300000,0)
set(18,-4500,-23000,-300000,0)
set(18,-4500,-28100,-300000,0)
set(18,-4500,-33700,-300000,0)

set(15,-6000,0,-300000,0)
set(15,-6000,3600,-300000,0)
set(15,-6000,20500,-300000,0)
set(15,-6000,23000,-300000,0)
set(15,-6000,28100,-300000,0)
set(15,-6000,33700,-300000,0)
set(15,-6000,-3600,-300000,0)
set(18,-6000,-20500,-300000,0)
set(18,-6000,-23000,-300000,0)
set(18,-6000,-28100,-300000,0)
set(18,-6000,-33700,-300000,0)

set(15,-7500,0,-300000,0)
set(15,-7500,3600,-300000,0)
set(15,-7500,20500,-300000,0)
set(15,-7500,23000,-300000,0)
set(15,-7500,28100,-300000,0)
set(15,-7500,33700,-300000,0)
set(15,-7500,-3600,-300000,0)
set(18,-7500,-20500,-300000,0)
set(18,-7500,-23000,-300000,0)
set(18,-7500,-28100,-300000,0)
set(18,-7500,-33700,-300000,0)

set(15,-9000,0,-300000,0)
set(15,-9000,3600,-300000,0)
set(15,-9000,20500,-300000,0)
set(15,-9000,23000,-300000,0)
set(15,-9000,28100,-300000,0)
set(15,-9000,33700,-300000,0)
set(15,-9000,-3600,-300000,0)
set(18,-9000,-20500,-300000,0)
set(18,-9000,-23000,-300000,0)
set(18,-9000,-28100,-300000,0)
set(18,-9000,-33700,-300000,0)


set(15,1500,0,-300000,0)
set(15,1500,3600,-300000,0)
set(15,1500,20500,-300000,0)
set(15,1500,23000,-300000,0)
set(15,1500,28100,-300000,0)
set(15,1500,33700,-300000,0)
set(15,1500,-3600,-300000,0)
set(18,1500,-20500,-300000,0)
set(18,1500,-23000,-300000,0)
set(18,1500,-28100,-300000,0)
set(18,1500,-33700,-300000,0)

set(15,3000,0,-300000,0)
set(15,3000,3600,-300000,0)
set(15,3000,20500,-300000,0)
set(15,3000,23000,-300000,0)
set(15,3000,28100,-300000,0)
set(15,3000,33700,-300000,0)
set(15,3000,-3600,-300000,0)
set(18,3000,-20500,-300000,0)
set(18,3000,-23000,-300000,0)
set(18,3000,-28100,-300000,0)
set(18,3000,-33700,-300000,0)

set(15,4500,0,-300000,0)
set(15,4500,3600,-300000,0)
set(15,4500,20500,-300000,0)
set(15,4500,23000,-300000,0)
set(15,4500,28100,-300000,0)
set(15,4500,33700,-300000,0)
set(15,4500,-3600,-300000,0)
set(18,4500,-20500,-300000,0)
set(18,4500,-23000,-300000,0)
set(18,4500,-28100,-300000,0)
set(18,4500,-33700,-300000,0)

set(15,6000,0,-300000,0)
set(15,6000,3600,-300000,0)
set(15,6000,20500,-300000,0)
set(15,6000,23000,-300000,0)
set(15,6000,28100,-300000,0)
set(15,6000,33700,-300000,0)
set(15,6000,-3600,-300000,0)
set(18,6000,-20500,-300000,0)
set(18,6000,-23000,-300000,0)
set(18,6000,-28100,-300000,0)
set(18,6000,-33700,-300000,0)

set(15,7500,0,-300000,0)
set(15,7500,3600,-300000,0)
set(15,7500,20500,-300000,0)
set(15,7500,23000,-300000,0)
set(15,7500,28100,-300000,0)
set(15,7500,33700,-300000,0)
set(15,7500,-3600,-300000,0)
set(18,7500,-20500,-300000,0)
set(18,7500,-23000,-300000,0)
set(18,7500,-28100,-300000,0)
set(18,7500,-33700,-300000,0)

set(15,9000,0,-300000,0)
set(15,9000,3600,-300000,0)
set(15,9000,20500,-300000,0)
set(15,9000,23000,-300000,0)
set(15,9000,28100,-300000,0)
set(15,9000,33700,-300000,0)
set(15,9000,-3600,-300000,0)
set(18,9000,-20500,-300000,0)
set(18,9000,-23000,-300000,0)
set(18,9000,-28100,-300000,0)
set(18,9000,-33700,-300000,0)




set(10,21500,0,-300000,0)
set(10,21500,3600,-300000,0)
set(10,21500,20500,-300000,0)
set(10,21500,23000,-300000,0)
set(18,21500,28100,-300000,0)
set(18,21500,33700,-300000,0)
set(10,21500,-3600,-300000,0)
set(15,21500,-20500,-300000,0)
set(15,21500,-23000,-300000,0)
set(15,21500,-28100,-300000,0)
set(15,21500,-33700,-300000,0)

set(10,23000,0,-300000,0)
set(10,23000,3600,-300000,0)
set(10,23000,20500,-300000,0)
set(10,23000,23000,-300000,0)
set(18,23000,28100,-300000,0)
set(18,23000,33700,-300000,0)
set(10,23000,-3600,-300000,0)
set(15,23000,-20500,-300000,0)
set(15,23000,-23000,-300000,0)
set(15,23000,-28100,-300000,0)
set(15,23000,-33700,-300000,0)

set(10,24500,0,-300000,0)
set(10,24500,3600,-300000,0)
set(10,24500,20500,-300000,0)
set(10,24500,23000,-300000,0)
set(18,24500,28100,-300000,0)
set(18,24500,33700,-300000,0)
set(10,24500,-3600,-300000,0)
set(15,24500,-20500,-300000,0)
set(15,24500,-23000,-300000,0)
set(15,24500,-28100,-300000,0)
set(15,24500,-33700,-300000,0)

set(10,26000,0,-300000,0)
set(10,26000,3600,-300000,0)
set(10,26000,20500,-300000,0)
set(10,26000,23000,-300000,0)
set(18,26000,28100,-300000,0)
set(18,26000,33700,-300000,0)
set(10,26000,-3600,-300000,0)
set(15,26000,-20500,-300000,0)
set(15,26000,-23000,-300000,0)
set(15,26000,-28100,-300000,0)
set(15,26000,-33700,-300000,0)

set(10,27500,0,-300000,0)
set(10,27500,3600,-300000,0)
set(10,27500,20500,-300000,0)
set(10,27500,23000,-300000,0)
set(18,27500,28100,-300000,0)
set(18,27500,33700,-300000,0)
set(10,27500,-3600,-300000,0)
set(15,27500,-20500,-300000,0)
set(15,27500,-23000,-300000,0)
set(15,27500,-28100,-300000,0)
set(15,27500,-33700,-300000,0)

set(10,29000,0,-300000,0)
set(10,29000,3600,-300000,0)
set(10,29000,20500,-300000,0)
set(10,29000,23000,-300000,0)
set(18,29000,28100,-300000,0)
set(18,29000,33700,-300000,0)
set(10,29000,-3600,-300000,0)
set(15,29000,-20500,-300000,0)
set(15,29000,-23000,-300000,0)
set(15,29000,-28100,-300000,0)
set(15,29000,-33700,-300000,0)

set(10,30500,0,-300000,0)
set(10,30500,3600,-300000,0)
set(10,30500,20500,-300000,0)
set(10,30500,23000,-300000,0)
set(18,30500,28100,-300000,0)
set(18,30500,33700,-300000,0)
set(10,30500,-3600,-300000,0)
set(15,30500,-20500,-300000,0)
set(15,30500,-23000,-300000,0)
set(15,30500,-28100,-300000,0)
set(15,30500,-33700,-300000,0)

set(10,32000,0,-300000,0)
set(10,32000,3600,-300000,0)
set(10,32000,20500,-300000,0)
set(10,32000,23000,-300000,0)
set(18,32000,28100,-300000,0)
set(18,32000,33700,-300000,0)
set(10,32000,-3600,-300000,0)
set(15,32000,-20500,-300000,0)
set(15,32000,-23000,-300000,0)
set(15,32000,-28100,-300000,0)
set(15,32000,-33700,-300000,0)

set(10,33500,0,-300000,0)
set(10,33500,3600,-300000,0)
set(10,33500,20500,-300000,0)
set(10,33500,23000,-300000,0)
set(18,33500,28100,-300000,0)
set(18,33500,33700,-300000,0)
set(10,33500,-3600,-300000,0)
set(15,33500,-20500,-300000,0)
set(15,33500,-23000,-300000,0)
set(15,33500,-28100,-300000,0)
set(15,33500,-33700,-300000,0)

set(10,35000,0,-300000,0)
set(10,35000,3600,-300000,0)
set(10,35000,20500,-300000,0)
set(10,35000,23000,-300000,0)
set(18,35000,28100,-300000,0)
set(18,35000,33700,-300000,0)
set(10,35000,-3600,-300000,0)
set(15,35000,-20500,-300000,0)
set(15,35000,-23000,-300000,0)
set(15,35000,-28100,-300000,0)
set(15,35000,-33700,-300000,0)

set(10,36500,0,-300000,0)
set(10,36500,3600,-300000,0)
set(10,36500,20500,-300000,0)
set(10,36500,23000,-300000,0)
set(18,36500,28100,-300000,0)
set(18,36500,33700,-300000,0)
set(10,36500,-3600,-300000,0)
set(15,36500,-20500,-300000,0)
set(15,36500,-23000,-300000,0)
set(15,36500,-28100,-300000,0)
set(15,36500,-33700,-300000,0)

set(10,38000,20500,-300000,0)
set(10,38000,23000,-300000,0)
set(18,38000,28100,-300000,0)
set(18,38000,33700,-300000,0)
set(10,38000,-3600,-300000,0)
set(15,38000,-20500,-300000,0)
set(15,38000,-23000,-300000,0)
set(15,38000,-28100,-300000,0)
set(15,38000,-33700,-300000,0)

set(10,39500,0,-300000,0)
set(10,39500,3600,-300000,0)
set(10,39500,20500,-300000,0)
set(10,39500,23000,-300000,0)
set(18,39500,28100,-300000,0)
set(18,39500,33700,-300000,0)
set(10,39500,-3600,-300000,0)
set(15,39500,-20500,-300000,0)
set(15,39500,-23000,-300000,0)
set(15,39500,-28100,-300000,0)
set(15,39500,-33700,-300000,0)





set(10,-21500,0,-300000,0)
set(10,-21500,3600,-300000,0)
set(10,-21500,20500,-300000,0)
set(10,-21500,23000,-300000,0)
set(18,-21500,28100,-300000,0)
set(18,-21500,33700,-300000,0)
set(10,-21500,-3600,-300000,0)
set(15,-21500,-20500,-300000,0)
set(15,-21500,-23000,-300000,0)
set(15,-21500,-28100,-300000,0)
set(15,-21500,-33700,-300000,0)

set(10,-23000,0,-300000,0)
set(10,-23000,3600,-300000,0)
set(10,-23000,20500,-300000,0)
set(10,-23000,23000,-300000,0)
set(18,-23000,28100,-300000,0)
set(18,-23000,33700,-300000,0)
set(10,-23000,-3600,-300000,0)
set(15,-23000,-20500,-300000,0)
set(15,-23000,-23000,-300000,0)
set(15,-23000,-28100,-300000,0)
set(15,-23000,-33700,-300000,0)

set(10,-24500,0,-300000,0)
set(10,-24500,3600,-300000,0)
set(10,-24500,20500,-300000,0)
set(10,-24500,23000,-300000,0)
set(18,-24500,28100,-300000,0)
set(18,-24500,33700,-300000,0)
set(10,-24500,-3600,-300000,0)
set(15,-24500,-20500,-300000,0)
set(15,-24500,-23000,-300000,0)
set(15,-24500,-28100,-300000,0)
set(15,-24500,-33700,-300000,0)

set(10,-26000,0,-300000,0)
set(10,-26000,3600,-300000,0)
set(10,-26000,20500,-300000,0)
set(10,-26000,23000,-300000,0)
set(18,-26000,28100,-300000,0)
set(18,-26000,33700,-300000,0)
set(10,-26000,-3600,-300000,0)
set(15,-26000,-20500,-300000,0)
set(15,-26000,-23000,-300000,0)
set(15,-26000,-28100,-300000,0)
set(15,-26000,-33700,-300000,0)

set(10,-27500,0,-300000,0)
set(10,-27500,3600,-300000,0)
set(10,-27500,20500,-300000,0)
set(10,-27500,23000,-300000,0)
set(18,-27500,28100,-300000,0)
set(18,-27500,33700,-300000,0)
set(10,-27500,-3600,-300000,0)
set(15,-27500,-20500,-300000,0)
set(15,-27500,-23000,-300000,0)
set(15,-27500,-28100,-300000,0)
set(15,-27500,-33700,-300000,0)

set(10,-29000,0,-300000,0)
set(10,-29000,3600,-300000,0)
set(10,-29000,20500,-300000,0)
set(10,-29000,23000,-300000,0)
set(18,-29000,28100,-300000,0)
set(18,-29000,33700,-300000,0)
set(10,-29000,-3600,-300000,0)
set(15,-29000,-20500,-300000,0)
set(15,-29000,-23000,-300000,0)
set(15,-29000,-28100,-300000,0)
set(15,-29000,-33700,-300000,0)

set(10,-30500,0,-300000,0)
set(10,-30500,3600,-300000,0)
set(10,-30500,20500,-300000,0)
set(10,-30500,23000,-300000,0)
set(18,-30500,28100,-300000,0)
set(18,-30500,33700,-300000,0)
set(10,-30500,-3600,-300000,0)
set(15,-30500,-20500,-300000,0)
set(15,-30500,-23000,-300000,0)
set(15,-30500,-28100,-300000,0)
set(15,-30500,-33700,-300000,0)

set(10,-32000,0,-300000,0)
set(10,-32000,3600,-300000,0)
set(10,-32000,20500,-300000,0)
set(10,-32000,23000,-300000,0)
set(18,-32000,28100,-300000,0)
set(18,-32000,33700,-300000,0)
set(10,-32000,-3600,-300000,0)
set(15,-32000,-20500,-300000,0)
set(15,-32000,-23000,-300000,0)
set(15,-32000,-28100,-300000,0)
set(15,-32000,-33700,-300000,0)

set(10,-33500,0,-300000,0)
set(10,-33500,3600,-300000,0)
set(10,-33500,20500,-300000,0)
set(10,-33500,23000,-300000,0)
set(18,-33500,28100,-300000,0)
set(18,-33500,33700,-300000,0)
set(10,-33500,-3600,-300000,0)
set(15,-33500,-20500,-300000,0)
set(15,-33500,-23000,-300000,0)
set(15,-33500,-28100,-300000,0)
set(15,-33500,-33700,-300000,0)

set(10,-35000,0,-300000,0)
set(10,-35000,3600,-300000,0)
set(10,-35000,20500,-300000,0)
set(10,-35000,23000,-300000,0)
set(18,-35000,28100,-300000,0)
set(18,-35000,33700,-300000,0)
set(10,-35000,-3600,-300000,0)
set(15,-35000,-20500,-300000,0)
set(15,-35000,-23000,-300000,0)
set(15,-35000,-28100,-300000,0)
set(15,-35000,-33700,-300000,0)

set(10,-36500,0,-300000,0)
set(10,-36500,3600,-300000,0)
set(10,-36500,20500,-300000,0)
set(18,-36500,28100,-300000,0)
set(18,-36500,33700,-300000,0)
set(10,-36500,-3600,-300000,0)
set(15,-36500,-20500,-300000,0)
set(15,-36500,-23000,-300000,0)
set(15,-36500,-28100,-300000,0)
set(15,-36500,-33700,-300000,0)

set(10,-38000,0,-300000,0)
set(10,-38000,3600,-300000,0)
set(10,-38000,20500,-300000,0)
set(10,-38000,23000,-300000,0)
set(18,-38000,28100,-300000,0)
set(18,-38000,33700,-300000,0)
set(10,-38000,-3600,-300000,0)
set(15,-38000,-20500,-300000,0)
set(15,-38000,-23000,-300000,0)
set(15,-38000,-28100,-300000,0)
set(15,-38000,-33700,-300000,0)

set(10,-39500,0,-300000,0)
set(10,-39500,3600,-300000,0)
set(10,-39500,20500,-300000,0)
set(10,-39500,23000,-300000,0)
set(18,-39500,28100,-300000,0)
set(18,-39500,33700,-300000,0)
set(10,-39500,-3600,-300000,0)
set(15,-39500,-20500,-300000,0)
set(15,-39500,-23000,-300000,0)
set(15,-39500,-28100,-300000,0)
set(15,-39500,-33700,-300000,0)
