set(26,0,49700,-7400,0)
set(26,0,50600,-7900,0)
set(26,0,51500,-8400,0)
set(26,0,52400,-8900,0)
set(26,0,53300,-9400,0)
set(26,0,54200,-9900,0)
set(26,0,55100,-10400,0)
set(26,0,56000,-10900,0)
set(26,0,56900,-11400,0)
set(26,0,57800,-11900,0)
set(26,0,58700,-12400,0)
set(26,0,59600,-12900,0)
set(26,0,60500,-13400,0)
set(26,0,61400,-13900,0)
set(26,0,62300,-14400,0)
set(26,0,63200,-14900,0)
set(26,0,64100,-15400,0)
set(26,0,65000,-15900,0)
set(32,0,-3200,250,1)
set(32,0,-3200,0,-1)
set(32,0,-3200,-250,1)
set(32,0,-3200,-500,-1)
set(32,0,-3200,-750,1)
set(32,0,-3200,-1000,-1)
set(32,0,-3200,-1250,1)
set(32,0,-3200,-1500,-1)
set(32,0,-3200,-1750,1)
set(32,0,-3200,-2000,-1)
set(32,0,-3200,-2250,1)
set(32,0,-3200,-2500,-1)
set(32,0,-3200,-2750,1)
set(32,0,-3200,-3000,-1)
set(32,0,-3200,-3250,1)
set(32,0,-3200,-3500,-1)
set(32,0,-3200,-3750,1)
set(32,0,-3200,-4000,-1)
set(32,0,-3200,-4250,1)
set(35,0,52200,250,0)
set(31,3000,4500,1000,0)
set(31,5000,5500,1500,0)
set(27,3300,15700,-2000,0)
set(33,5500,13000,-2000,0)
set(33,4200,13000,-2000,0)
set(36,4000,10500,-1300,90)
set(36,4000,12300,-1300,90)
set(36,4000,14100,-1300,90)
set(36,4000,15900,-1300,90)
set(29,3000,21900,-3300,180)
set(36,6000,10500,-1300,-90)
set(36,6000,12300,-1300,-90)
set(36,6000,14100,-1300,-90)
set(36,6000,15900,-1300,-90)
set(37,3000,9500,-1500,0)
set(31,4000,45200,500,180)
set(31,3000,38200,-1500,180)
set(31,6000,38200,-1500,180)
set(29,3000,31200,-3500,180)

fix(41,3000,26550,-4500,0)

set(10,0,0,250,0)p

set(34,-2000,17000,-1000,0)
set(34,-2000,22000,250,0)
set(34,-4000,27000,-1000,0)
set(34,-4000,17000,-1000,0)
set(34,-4000,22000,250,0)
set(34,-6000,27000,-1000,0)
set(34,-6000,17000,-1000,0)
set(34,-6000,22000,250,0)

set(29,-2000,5000,750,0)


set(47,0,0,250,0)p

maxt(0,150000,0)
maxb(0,-10000,0)
maxr(0,58000,0)
maxl(0,-58000,0)
